question,answer
어린이집 수유,"저도 10개월 아가키우고 3월 복직인데 아직 단유 못했어요ㅎㅎ; 첫수는 어린이집 가기 전 시간이니 좀더 먹여도 될 것 같고, 이번주부터 간식 타임에 분유 한번씩 주려고 하고 있어요. 모유만 쭉 먹었던 아가면 젖병 거부할 수도 있으니 시도해보시고 빨대 잘 빨면 빨대컵으로도 줘보셔요. 네네 댓글 감사해요!! 분유는 어떤걸로 줄 예"
4개월 아기 명절 귀성길..,4개월 아이와 장거리 여행은 부담이 될 수 있습니다. 명절 전에 연차를 내고 가는 것이 좋을 수 있습니다. 아이의 편안함을 우선시하는 것이 중요합니다.
라라스+기저귀ㅠㅠ,['팸퍼스 통잠팬티요 기저귀 샘플 써볼수 있는 사이트에서 소량 주문해서 테스트해보고 박스로 사세요 페넬로페도 써보세요 저희는 하기스 쓰다가 가끔 새서 갈아탔는데 안 새서 좋아요 추천해주신것들 다써봐야겠네요 저희아들도 오줌양이 많아서 그런지 기저귀 계속 바꿔봐도 새더라구요 밤기저귀 쓰니깐 조금 덜
"5개월아기 쏘서,졸리점퍼 태워도 괜찮을까요?",저희아기 4갤후반부터 태우고있어용잘타요졸리도 4갤부터라고해요 태워야겠네요 감사합니다
4개월 아기 국내 여행.. 추천해주세요..~,숨키즈독채펜션 꼭 검색해보세요 추가비도없고가본곳중제일깨끗하고 정말좋앗어요 애기목튜브가져가셔서 거품수영시켜주셔도되요 입욕제도제공이고 뭐없는게없어서 몸만가도되요
이제 곧 어린이집 가는데 꼭 필요한 준비물은 어떤걸까요?,"어린이집에 문의해봐야 되는데 저는 물병, 칫솔, 치약, 고리수건, 실내화, 낮잠이불 이렇게 준비했어요!! 낮잠이불 벨몽꺼도 부드러워서 좋더라구요^^"
아기용cd.dvd플레이어 같이되는 제품추천해주세요 블루레이dvd는 전용으로 따로사야하나요?,"에듀플레이에서 블루레이되는 고화질 휴대용이 나왔는데, 그 제품을 고려하고 있었는데 에듀플레이 제품이 고장이 잘 나고 AS가 별로라는 이야기를 들어서 고민 중이에요. 사파, 인비오 등 브랜드가 많은데, 어떤 제품을 선택해야 할지 잘 모르겠어요. 좋은 제품 추천 부탁드려요."
신생아 모유수유 이렇게 하면 되나요?,"['신생아에요? 네 신생아요 전 40일까진 모유 시도하고 충분히 못먹는거 같으면 분유보충 했어요. 어느 순간 힘이 생겨서 잘 빨아서 완모하거든요. 몸무게만 잘 늘면 그렇게 해도 되지만 지금 수유시간이랑 신생아라고 봤을때 전유만 먹는거 같아요. 영유아검진갔을때 전유휴유 15분씩 충분히 먹여주라하더라구요, 왼쪽 7분먹고"
10갤 아기 자꾸 벽에 이마를 박아요,저희애기는 12개월인데 바닥에 머리를박아요....엎드려뻗쳐자세....왜이러는건지 유리창 거울은 얼굴이비쳐서 신기해서 그러는것 같아요 저희애기도 유리창 거울에 얼굴 엄청가까이 갖다대고 혼자 웃기도 하더라고용 ㅎㅎ 저희애도 콘크리트 벽에 박고 울고 박고 울고... 그런시기가 있더라구요
제왕절개 켈로이드,저는 대학병원에서 출산했는데 켈로이드 가능성이 있어서 흉터 레이저과로 연결 시켜주시더라구요. 피부과 아니면 성형외과로 가셔야할거같아요. 주사도 있는데 많이 아프다 하더라구요. 저도 켈로이드라 스카바이겔로 관리했오용. 켈로이드 나온 것도 많이 좋아지더라구요.
추천해주세요. 20개월아기 책볼때 너무불편해요ㅜ 꼬메모이독서대? 일룸 땅콩책상?,책상이 나을거같아요!
낯가림 시작했는데 엄마가 주는 분유만 먹는아기,23갤 첫째 아직 간식으로 분유먹는데 제 껌딱지라 저랑만 먹으려해요 힘들때도 있는데 행복할때가 더 많아요 ㅋㅋ
조리원7일차 생후 12일 3.07kg면 기저귀 1단계 사야겠져?,1단계 주문해야겠네용 ㅎㅎ 12일동안 이제 겨우 3.07이니 ㅎ 대충 다음주에 3.1~2로 퇴소할거같아용
"산후도우미 바우처, 첫만남 이용권, 서울시 산후조리경비 각각 다른카드로!?","산후도우미랑 산후조리경비는 같은 카드로 들어와요.산후도우미 지원금은 국민행복카드로 신청했고, 산후조리경비 100만원은 개인신용,체크카드도 된다고해서 따로 받으려구요."
모유수유중인데요 ㅠㅠ,유축하시고요. 단유마사지 받아보세요.
애기엉덩이클렌저도 쓰시나여?,라라메드 쓰고있는데 만족해용 압도적이네요♥️
아기 이불 사용 시기,아기 이불 사용 시기는 애기의 체온 조절 능력이 발달한 약 1세 이후에 사용하는 것이 좋습니다. 이전에는 수면조끼나 따뜻한 옷을 입히는 것이 좋습니다.
계란vs메추리알..,계란알러지 심하게 왔어서 먹여보기가 무섭네요ㅠ - '저희딸 계란알러지있어서 메추리먹여봤는데 그것도 올라오더라구요. 소아과에서 두돌쯤 알러지검사하고 세돌쯤되니까 의사쌤이 이제 조금씩 먹여보라 하더라구요. 지금은 계란알러지 없어요. 오오..! 답변 김사합니다!!!!! 세돌 되서 이제 없어졌다니 넘 반가운 소리네요 :) 땅
포만감 있는 이유식 어떻게 해야할까요?,['7갤 220일인데 이유식 두번먹어요 잘 먹는아가라서 되직한 죽으로\n8시 이유식 200ml\n10시 분유200ml\n1시 분유200ml\n5시 이유식 200ml\n7시 분유240ml\n\n새벽수유는 5개월 되자마자 새벽에 분유대신 물주고 안먹으려해도 울면 또 물주고 몇번 울렸더니 3일만에 통잠자서 지금까지 쭉 자요']
애기 치즈 어디꺼 먹이세요??,애기치즈 따로 있어요 6갤부터 먹일 수 있어요~저는 드빈치요 ㅎㅎ잘먹고 나트륨도 적어서 괜찮더라구요
12개월 안아병 어떻게 고치나요?,"['저희아가도 아프고나서 안아병 엄청 심한데, 앉아서 관심있어하는 놀이 동화책, 공놀이 해주면 금방 기분 좋아져서 덜 하더라구요']"
7개월 문센 유리드믹스 어떨까요? 해보신분!!,고민 끝에 오감놀이로 2개 하려구요! 6갤 아기에요 유리드믹스는 조금 더 크고 가야 잘 할 것 같은 느낌ㅋㅋ
어린이집 오리엔테이션,점심시간에 하심될고같구요 곧 연락주시긴 할거에요 준비물은 천천히 하샤도 돼요 입소하자마자 먹고자는건 아니다보니 감사해요! 점심시간에 전화드려볼게요!
자다말고 윗몸일으키기 하는 4개월,허리힘 기르는거에용! 눈도 안뜨고는 아니지만 울 아가도 맨날 저러더니 허리힘이 더 좋아졌어용
시공매트했는데 아랫집서 시끄럽다고 ㅜ,['시공매트했다고 아예 안들리는건 아니더라구요 매트위에서 뛰면 전체적으로 울리는 단점도 있다고 했어요 아랫집 입장에서는 귀가 트이면 작은소리도 예민해지더라구요 최대한 조심하시는 방법뿐일거같아요 ㅜㅜ 최대조심 하는데 연락올까무섭네요 저는 밑에집 입장인데 밤10시 이후에만 좀 조심하면 될 것 같아요 낮에 나는 소음은 그러려니 하는데 밤에 자려고
파스텔에서 50일 촬영하시는 분? 또는 하신 분! 언제 연락오나요?,"파스텔에서는 50일 촬영은 50일 전후로 진행될 것이며, 연락이 먼저 오게 됩니다. 의상이나 소품은 본점에 준비되어 있으니 따로 준비할 필요는 없습니다. 계약 후 일정은 연락을 통해 조율하게 됩니다. 최종적으로는 스튜디오에 채널톡으로 일정을 문의해두는 것을 권장합니다."
돌이후아기들 매트리스쓰시는분 계신가요,저는 탑토퍼 사용하고 있어서 추천이요! 적당한 탄성감이라 아가가 뒤집어듀 걱정 없고 무엇보다 같이 자주는 제 허리가 넘나 편안.. 강츄 드립니다!
갑자기 대변양이 많아졌는데요,'야채 잘 먹어서 묵은 변까지 잘 나온 거 아닐까요?'
아기가 새벽 다섯시에 일어나버렸어요..,아는척 하지말면 놀다 잠들지 않나요?
장염걸리면 며칠째토하나요.,목요일날 병원을 안갔나요 목 일 다녀왔어요
아기 백일촬영 비추 후기 남겨도 되나요?,뭐 받고한거없음 써도되죠 솔직후긴데요 뭐 ㅎㅎ 네네 받은거 일절 없고 내돈내산입니당ㅎㅎ
4개월 잠퇴행 질문이요~,"4개월 아기의 수면 문제에 대한 질문에 대한 정제된 답변은 다음과 같습니다:   ""저희애는 통잠이 없었어요. 4개월 때 수면교육을 했었는데도 지금도 새벽에 깨면 새벽수유하고 있어요. 4개월, 7~8개월쯤 잠퇴행으로 힘들었어요. 5개월 진입하니 조금 나아졌는데 아직 지켜봐야 할 것 같아요. 오늘은 150일차에요. 어제밤에도 여러 번 깼"
어린이집 입소 궁금해요!,취업 준비로 하면 점수 올라용
맘마밀 퓨레 언제부터?,'저희 애기는 물을 마실 때 빨대를 사용할 줄 알 때 빨아요'
6개월 아기 퍼버법 1일차 !!!!!,그럼 자다가 새벽에 깨도 다시 혼자서 잠드나요..? ㅜㅜ Ne !! 근데 원래도 새벽에 안깨고 통잠자는 아이라서 달라진 건 모르겠어요 ...ㅠㅠ 아까 잠들고 1시간 뒤에 소화가 안됐는지 깨서 울다가 토했네요 ㅠㅠ 가서 앉히고 토닥토닥 몇번 시켜주고 다시 눕히고 잘자 ~ 하고 나왔더니 바로 잠들었네요 !
돌잔치 끝난뒤,정제된 답변: 몇부에 하셨는데 그러셔요? 저는 지금 1부와 3부 시간고민중이라 다 낮잠시간하고 겹쳐서 선택이 힘드네요🤣
돌가까워부터 유모차 거부하는아기 푸쉬카는 잘 탈까요?,['14개월 남아맘이예요. 유모차 너무 싫어해서 유모카 베이비+가서 태워봤는데 너무 잘타서 바로 구매했어요. 타보 트래블러s 추천해용!']
휴대용유모차 구매시기 문의,"돌지나자마자 샀는데, 아무래도 좀 묵직함이 없어서 트렁크에 넣어두고 백화점에서만 쓰고, 집근처에서는 계속 절충형쓰고있어요"
집에서 애만 보니까 살이찌네요;;,애기 볼 때 막춤을 춰보셔요..! 저는 애기 보면서 노래부르고 춤추느라 살이 쭉쭉 빠졌어요. 그리고 애기가 걷기 시작하면 따라다니느라 또 활동량이 엄청 늘어날거예요!
9개월 어라운드 위고 같은 장난감...,아마존에서 태웠어요! 그거도 좋아하던데요. 쏘서도 두 달 태웠다가 집이 좁아서 보냈거든요. 다시 대여를 해야하나 싶네요.
아기 옷 추천해주세요~,알리 은 이쁜거 많아여 싸고 전 싸서 한번에 여러개사여ㅎㅎ
아기가 자도 너무 자네요 ㅋㅋㅋㅋ,아기들 비오면 평소보나 더 자더라구요. 아기 잘 때 조금이라도 쉬세요. 그러게요. 저도 덩달아 졸리네요.
돌쯤되면 분유 거부하나요?,저희 애기가 분유 귀신이었는데 진짜 돌쯤되니 갑자기 안먹었어요ㅜㅜ 우유는 분유보다 좀 잘 먹길래 우유로 바로 갈아타긴 했는데 양으로 따지면 원래 분유 270씩 먹던 애가 우유는 잘 먹으면 180 정도 아니면 한 140에서 150정도 먹어요
어린이집 다니다가 이사가는 경우 어린이집 대기 언제걸어야 하나요?,네 가능해요 얼른 거세요 다니면서는 2군데 가능한걸루 알고있어용 다니면서 다른 어린이집 대기 걸어뒀다고 문제되는건 없는거죠 아직 어린이집 오티도 안갔는데 괜히 다른데 왜 걸어뒀냐 얘기하실까봐요 그럼요 보통의 경우 가정어린이집 다니면서 국공립 거의 걸어놓잖아요 아 그렇네요 잘알려주셔서 감사합니다 아이사랑 어플에서 A어린
리베로터치 팬티형 기저귀도 괜찮나요,아니요 업앤고 터치 생각하면 안되요 완전 뻣뻣해요 그래서 저도 첫째 팬티 기저귀 넘어올때 오로라 쓰다가 가성비로 로맘스 썼는데 완전 부드러워요 혹시 팬티형은 겉면이 축축해 지진 않나요?? 오로라 썼을때 부드러운데 겉면이 축축해 져서 안쓰거든요 로맘스는 어때요? 궁금했어요 맞아요 오로라는 겉면이 그런 느낌은 있었어요 로맘
어린이집 선택기준이 어떠하신지... 한마디씩 조언부탁드립니다.,['거리가 제일 중요하고 그다음 평판이요. 저는 물어볼데가 없어서 지역맘카페이용했어요. 그다음에 직접 가보고 결정했어요. 조리사님이 그렇게 느끼는 어린이집이면 정말 좋은 곳 같은데 지역카페 홍보한번 해보시면 안되나요? 위함부담이 좀 있긴하지만요.']
태어난지 한달차 아기 수유텀,저도 어제부로 아기 30일 됐는데 수유텀이 엉망이되어서 멘붕이네요.... 갑자기 끊어먹고 수유텀도 줄었어요... 화이팅입니다..또르르ㅠㅠ
돌아기 유아식 다들 시작하셨나요??,['13개월인데 아직 유아식 시작못했어요\n이가 너무 늦게 난 케이스라서요\n돌지나서 첫이가 나기시작해서\n이제 윗니 2개에 아랫니 슬슬 보이네요\n윗니도 다 내려오지않았고 작아요;;\n그래서 아직 유아식을 시작못했어요\n조금씩 슬슬 준비하려고요\n애기 상황에 맞게 하시면될거같아요ㅎㅎ\n빨리 유아식 시작한 아기들은 외출이 좀더 편한거같아 그
백색소음기 언제까지 틀어주셨나요??,12개월까지 틀어준다고 들었어요 끊는건 금방 할 수 있대요 오 그럼 더틀어줘도되겠네요 감사합니다
손톱에 패인흉터 연고 추천해주세요,스카바이겔이요 스테로이드 성분 가짓수가 가장 많이 없어서 발라주기에도 좋아여. 상처연고 발라주니 지금은 거의 없어요.
초산)탯줄이 안떨어져요ㅠㅠ(피보임),아직 떨어지지 않고 짓물나더니 피가 고여있어요 ㅠㅠ 내일 소아과 방문예정인데 혹시 같은 경험 해보신분 있으신가요?
2023년 4월생,2월생인데 이제 돌됐다구 해요 저는 개월수 얘기합니다
13개월아기 반찬 보관이요~~,일주일동안 보관하면서 제가 먹어보고 괜찮으면 먹였어요 아 감사합니다
